dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,name
0.053438943,0.018252308,0.022100717,0.014254787,0.003565998,0.001803578,0.092564069,0.045122631,0.003306672,0.01282727,0.045179017,0.099259354,0.012022748,0.00284478,0.012632039,0.006916572,0.017253213,0.006418192,0.009459053,0.012865145,0.023720674,0.018352266,0.008200725,0.025660582,0.013742849,0.113798656,0.021396294,0.005234118,0.012034093,0.021754598,0.026897538,0.008859612,0.007937363,0.003639285,0.008335482,0.02421969,0.04436864,0.023791578,0.012940167,0.025301291,0.046138734,0.011588622,Ahmed
0.053087611,0.018036285,0.022105858,0.014387581,0.003558618,0.001812031,0.093873732,0.045123078,0.003279687,0.012978496,0.045170028,0.096882842,0.012073131,0.002851694,0.012624836,0.006909418,0.017205583,0.006429246,0.009544366,0.012877644,0.023751229,0.018325312,0.008282886,0.025776796,0.013901949,0.113542043,0.021617891,0.005245939,0.012135655,0.021593658,0.027065374,0.008707554,0.007957193,0.003649404,0.008471657,0.024274902,0.044759762,0.024190489,0.012904789,0.025182804,0.046243124,0.011607839,Ahmed
0.053315382,0.018464144,0.022058232,0.014199889,0.00356591,0.00179792,0.092577159,0.044863589,0.003312114,0.0128452,0.04535237,0.099891238,0.011934165,0.002860666,0.012657112,0.006884627,0.017445274,0.006425938,0.009325282,0.012897583,0.023633653,0.01838805,0.008224182,0.025644109,0.01376438,0.114275187,0.021187453,0.005243658,0.011996686,0.021714536,0.026761474,0.008919543,0.00794086,0.003632182,0.008247984,0.024175374,0.044359848,0.02355594,0.012965512,0.025041033,0.046030317,0.011624227,Ahmed
0.053438857,0.018534778,0.021969112,0.014143651,0.003565767,0.001800296,0.092111513,0.044684097,0.003311073,0.012701364,0.0454055,0.100698642,0.011954841,0.002853302,0.012625291,0.00690555,0.017466595,0.006471459,0.009325832,0.012821643,0.023644075,0.018407172,0.008182228,0.025609694,0.013656927,0.114216886,0.02117328,0.00524131,0.012003783,0.021829499,0.026666513,0.008988955,0.00790708,0.003612106,0.008226005,0.024182152,0.044360045,0.023533855,0.012992761,0.025086284,0.046026915,0.01166328,Ahmed
0.053330559,0.018500932,0.021965697,0.014187949,0.003550282,0.001798618,0.091944128,0.045005288,0.003333712,0.012639605,0.04568702,0.100705072,0.011946632,0.002842261,0.012752173,0.006854204,0.017561166,0.006437576,0.009373764,0.012981217,0.023487311,0.018437259,0.008185845,0.025965128,0.013837877,0.114379302,0.021059467,0.005254108,0.011867375,0.021765115,0.026652707,0.008997191,0.007905006,0.003619215,0.00816253,0.024003239,0.043961227,0.023334909,0.012871975,0.025131602,0.046091773,0.011632069,Ahmed
0.05353776,0.018340649,0.021840444,0.014155203,0.003515835,0.001804253,0.09305694,0.045143548,0.003296176,0.012762404,0.045430019,0.100104429,0.011959974,0.002823585,0.012537074,0.006827509,0.017527942,0.006441781,0.009364245,0.012824011,0.023809686,0.018505432,0.008240278,0.025682125,0.013664626,0.113644846,0.021096153,0.005279979,0.012084702,0.021865528,0.026629925,0.008907501,0.007971145,0.003600555,0.008254995,0.023935502,0.044315547,0.02342633,0.012965386,0.024895184,0.046321962,0.011608879,Ahmed
0.0528633,0.018280601,0.022177251,0.014362745,0.003562597,0.001797455,0.093129337,0.04507887,0.003296624,0.012891783,0.045481298,0.097095527,0.012067545,0.002869388,0.01264433,0.006914397,0.017274065,0.006478864,0.009459915,0.012948141,0.023628594,0.018313382,0.008260807,0.025709616,0.013834942,0.114420824,0.021571571,0.005266056,0.012117499,0.021570887,0.026966995,0.008795395,0.007887232,0.003641661,0.008356668,0.024325578,0.044690855,0.023893988,0.012887939,0.02522736,0.046322934,0.01163509,Ahmed
0.053162005,0.018301748,0.022038959,0.0143481,0.003552186,0.001800939,0.0936381,0.045020383,0.003298595,0.012884559,0.045337547,0.097441465,0.012042591,0.002855319,0.012643275,0.006893587,0.017296307,0.006443403,0.00944716,0.012996268,0.023623804,0.018288622,0.008233484,0.025799008,0.013846145,0.11396455,0.02137007,0.005249661,0.012082971,0.021675494,0.026939556,0.008821202,0.007924976,0.003630558,0.00840816,0.02422229,0.044698622,0.02383168,0.012884378,0.025093051,0.04630604,0.011663231,Ahmed
0.053042911,0.018373033,0.022103375,0.014271737,0.003546286,0.001795142,0.093317702,0.044888996,0.003286448,0.012819549,0.045318775,0.098112956,0.01201322,0.002859176,0.012670876,0.006881999,0.017432673,0.006444386,0.009421713,0.01301387,0.023610989,0.018355245,0.008233353,0.025766611,0.013843421,0.114347406,0.021420067,0.005260637,0.012081288,0.021669185,0.027033599,0.008831234,0.007905398,0.003624219,0.008284182,0.024168469,0.044414226,0.023608843,0.012966832,0.025088483,0.04625215,0.011619236,Ahmed
0.052885976,0.018354084,0.022139138,0.01429011,0.003564146,0.001800371,0.093489394,0.044914398,0.00330053,0.012900665,0.045396347,0.098096915,0.012056855,0.002877832,0.012575667,0.006922237,0.01740473,0.006434886,0.009399805,0.012792571,0.023632826,0.018372977,0.008288069,0.025544809,0.013878225,0.114055306,0.021478467,0.005235983,0.012064161,0.021458557,0.026853455,0.008804805,0.007974537,0.003635625,0.008311509,0.024361117,0.044811137,0.023824191,0.012942153,0.025064394,0.046139106,0.011671893,Ahmed
0.053378746,0.018398279,0.022056744,0.014218335,0.003537825,0.001796345,0.092534848,0.045359407,0.003306048,0.012788986,0.045446143,0.099512041,0.011946645,0.002842594,0.012624413,0.006852391,0.017446626,0.006433058,0.009314918,0.012814743,0.023792611,0.018450869,0.008269741,0.025594706,0.013774175,0.11433097,0.021210268,0.005258482,0.012033007,0.02175279,0.026578993,0.008875364,0.007933658,0.003600638,0.008249291,0.023997828,0.044192646,0.023626046,0.012937422,0.025019459,0.046323579,0.011588369,Yasser
0.053304337,0.018375117,0.02198595,0.014197074,0.003536626,0.001797629,0.093102224,0.045125604,0.003306808,0.012860202,0.045558222,0.098596148,0.011959217,0.002854884,0.012561811,0.00686903,0.017264092,0.006480525,0.009384004,0.013070927,0.023681279,0.018242208,0.008252022,0.025643742,0.013749273,0.114640132,0.021219715,0.005276837,0.01210602,0.02162634,0.02669514,0.008937951,0.00786046,0.003632175,0.008298092,0.024113292,0.044362713,0.02348504,0.012958595,0.025135178,0.046291705,0.011601605,Yasser
0.053175289,0.018475911,0.022277385,0.01430441,0.003572099,0.001777858,0.092337362,0.045143258,0.003312288,0.012843304,0.045550384,0.099044658,0.011972335,0.002867491,0.012657601,0.006893956,0.01734554,0.006478723,0.009271228,0.012941284,0.023723328,0.018308401,0.008234773,0.025640102,0.01385739,0.114294693,0.021286286,0.00526926,0.012012155,0.021868737,0.026555372,0.008912701,0.00788857,0.003629095,0.00824759,0.02403754,0.044610545,0.023552701,0.012826067,0.025032448,0.046304863,0.011664985,Yasser
0.053097818,0.018395213,0.02224296,0.014260829,0.003566483,0.001781367,0.092437848,0.045178141,0.00331949,0.012890182,0.045433644,0.099245965,0.011956763,0.00286596,0.012598683,0.00688883,0.017298028,0.00645463,0.009314445,0.012962022,0.023723863,0.018272204,0.008236909,0.025587834,0.013848327,0.114214011,0.02127341,0.005251942,0.012043989,0.021844795,0.02661429,0.008874503,0.007903673,0.00364305,0.008272583,0.024117716,0.044491854,0.023620082,0.012858273,0.025161915,0.046311066,0.011644332,Yasser
0.053280327,0.018476855,0.022242576,0.014302483,0.003572804,0.001777681,0.092204705,0.045154929,0.003315686,0.012845911,0.045648195,0.099265076,0.011980053,0.002868358,0.012633601,0.006894129,0.01739691,0.006485161,0.009260999,0.012953474,0.023738757,0.01831908,0.008255282,0.025535915,0.013828979,0.113949656,0.021332314,0.005265431,0.01204788,0.0218645,0.026495477,0.008932718,0.007875613,0.003625554,0.008247091,0.024018465,0.044684604,0.023563316,0.012854526,0.025080126,0.046281222,0.011643615,Yasser
0.053185567,0.018406974,0.022162603,0.014249415,0.003559823,0.001781468,0.092546001,0.045041259,0.003311638,0.012848642,0.045660757,0.098795176,0.011958293,0.00286706,0.012641519,0.006844546,0.017337771,0.006520213,0.009298947,0.012991608,0.02376204,0.018285744,0.008260225,0.025728643,0.013820122,0.114372127,0.021315344,0.005296878,0.012092334,0.021896062,0.026732434,0.008898488,0.007872316,0.003628702,0.008287499,0.02393599,0.044439267,0.023634342,0.012883593,0.024898298,0.046330858,0.01161938,Yasser
0.053263213,0.018416002,0.022166489,0.014262242,0.003562588,0.001782694,0.091969244,0.045217197,0.003319754,0.012832373,0.045635223,0.09901312,0.011958646,0.00286412,0.012599869,0.006860683,0.017336912,0.006506655,0.009324108,0.012950581,0.023704544,0.018324856,0.008225819,0.025592133,0.013746573,0.114706732,0.021212831,0.005275063,0.012019614,0.021861641,0.02662277,0.008919314,0.007860296,0.003625442,0.008256,0.024049385,0.044521,0.023566386,0.012844592,0.025152599,0.046423789,0.011646823,Yasser
0.053016644,0.018427169,0.022122024,0.014328511,0.003549716,0.001774749,0.092249535,0.045774344,0.003312099,0.012761703,0.045693673,0.098723434,0.011958513,0.002844064,0.012674001,0.00685748,0.01741761,0.006541781,0.009336033,0.013039705,0.023714133,0.018526815,0.008235582,0.02576104,0.013903661,0.113851674,0.021316145,0.005262508,0.012045611,0.022036906,0.026504043,0.008884921,0.007888463,0.003608057,0.008280548,0.023907347,0.044301879,0.023549518,0.012813914,0.024998875,0.046569873,0.011635678,Yasser
0.053154476,0.018382633,0.022067653,0.01419606,0.003561956,0.001797884,0.092549518,0.045102209,0.003308074,0.012831921,0.045451544,0.099390447,0.011976822,0.002860354,0.012538359,0.006849937,0.017457854,0.006442789,0.009341235,0.012942264,0.02367509,0.018298671,0.008236459,0.025542617,0.013791123,0.114968404,0.021107901,0.005259948,0.012014434,0.021730227,0.026744481,0.008936829,0.007842627,0.003623191,0.008176295,0.024220362,0.044400152,0.023427771,0.012920569,0.025206462,0.046021417,0.011650954,Yasser
0.053129561,0.018464644,0.022067187,0.014242877,0.003551149,0.001793272,0.092234336,0.044991001,0.003326901,0.012732699,0.04588148,0.098374367,0.011913347,0.002858146,0.012628267,0.006810023,0.017454466,0.006580071,0.009378435,0.013161497,0.023657782,0.018374471,0.008203773,0.025808064,0.013692457,0.115272038,0.021186726,0.005289929,0.012084469,0.021970134,0.026836131,0.008994622,0.007762684,0.003584625,0.008237975,0.023871073,0.04412869,0.023459256,0.012856762,0.025110945,0.046444125,0.011599594,Yasser
0.053144038,0.01842219,0.022267923,0.014227752,0.003553364,0.00180126,0.092928216,0.045005951,0.003315526,0.012802174,0.045449268,0.098697156,0.012095624,0.00288501,0.012588721,0.006907706,0.017406112,0.006452482,0.009360111,0.012968743,0.023654662,0.018260207,0.008272764,0.02571045,0.013954658,0.114263035,0.021428725,0.005214135,0.012073142,0.021544315,0.026846008,0.008906699,0.007876958,0.003604941,0.008258714,0.024269598,0.044357486,0.023647416,0.012967017,0.025144858,0.045827154,0.01163784,Salma
0.052932538,0.018507745,0.022103148,0.01431035,0.003552418,0.001794133,0.093467765,0.044946242,0.0033051,0.012810061,0.045568317,0.098039493,0.012018466,0.002864103,0.012660345,0.006900756,0.017423468,0.006465171,0.009379714,0.012946611,0.023580039,0.018371236,0.008247674,0.02570371,0.013837063,0.114246912,0.021293774,0.005263878,0.012020143,0.021565767,0.026796987,0.008874103,0.00791887,0.003616402,0.008302717,0.024120649,0.044755653,0.023560492,0.012867019,0.024995696,0.046394482,0.011670731,Salma
0.053152703,0.018344466,0.022037851,0.01426876,0.003531589,0.001795223,0.093177252,0.045077149,0.003292708,0.012794147,0.045568779,0.098835647,0.012021885,0.002838965,0.012709161,0.006872076,0.017358977,0.006409615,0.009438288,0.012970782,0.02362196,0.018490247,0.008185063,0.025837241,0.013859562,0.114055946,0.021311939,0.005241985,0.012042463,0.021694357,0.026792491,0.008803926,0.007922685,0.003619033,0.008309965,0.023991028,0.044421002,0.023684906,0.01282056,0.025056796,0.046121307,0.011619482,Salma
0.053012695,0.018206425,0.022015402,0.01427386,0.003539232,0.00180761,0.093287021,0.045035493,0.003301119,0.012819341,0.045497611,0.09855061,0.012033662,0.002867328,0.012608653,0.006859518,0.017479591,0.006417292,0.009411008,0.012894644,0.023828175,0.018438742,0.008267156,0.025644546,0.013872202,0.114297114,0.02146795,0.005231762,0.01214263,0.021739826,0.026887117,0.008815966,0.007860767,0.003594841,0.008260505,0.024027182,0.044382367,0.023693157,0.0129703,0.025168989,0.045912895,0.01157776,Salma
0.053380456,0.018423019,0.022118578,0.0142546,0.003532676,0.001782229,0.092778698,0.045400906,0.003301289,0.012802416,0.045181025,0.099074565,0.011997421,0.002839184,0.012709263,0.006866614,0.017335055,0.006440039,0.009388755,0.013005835,0.023583066,0.018436419,0.00825008,0.025873851,0.013904984,0.114457905,0.021147618,0.005244068,0.011936765,0.021634929,0.026773749,0.008836848,0.007891861,0.003624208,0.008267299,0.023908919,0.044393063,0.023465306,0.012876511,0.025112526,0.046173554,0.011593887,Salma
0.053343937,0.018362908,0.021969885,0.014169029,0.003531231,0.001803703,0.093132772,0.045025576,0.003295694,0.012733668,0.045471657,0.099385329,0.012004718,0.002849566,0.012617509,0.006845842,0.017544335,0.006417047,0.009370186,0.012882196,0.023808712,0.018488066,0.00823608,0.025581561,0.013793627,0.113924064,0.021374641,0.005250998,0.012091393,0.021774029,0.026833687,0.008899488,0.007910389,0.003590927,0.008235171,0.023991035,0.044249553,0.023577522,0.012987883,0.024948396,0.04610065,0.011595262,Salma
0.053510483,0.018407492,0.022241583,0.014183518,0.003555562,0.001799985,0.093723685,0.044311412,0.003317876,0.012878297,0.045138154,0.099187836,0.012014689,0.002881135,0.012548335,0.006925165,0.017390195,0.006374309,0.009313026,0.012862619,0.02376914,0.018175967,0.00821041,0.025637809,0.013838445,0.113991499,0.021255743,0.005262434,0.012135152,0.021512473,0.026786122,0.008887152,0.007914419,0.00364584,0.008258265,0.02424597,0.044606563,0.023690833,0.012932375,0.025050903,0.045940176,0.011686976,Salma
0.05301917,0.018448705,0.022226188,0.014331973,0.00355398,0.001782603,0.09244369,0.045630116,0.003325016,0.012785668,0.04549982,0.09862294,0.011981873,0.00286422,0.012611915,0.006861133,0.017434482,0.006510249,0.009333965,0.012959229,0.023643216,0.018370768,0.008260237,0.025614636,0.013931359,0.114433482,0.021351183,0.005234011,0.012028315,0.021754321,0.026639707,0.008870126,0.007846899,0.003607487,0.00823345,0.024059279,0.044298571,0.023628676,0.012857907,0.025197307,0.046272814,0.011639289,Salma
0.05347408,0.01831205,0.022027563,0.014224689,0.003539912,0.001794204,0.093474299,0.044919059,0.003288084,0.012852689,0.044834219,0.098992169,0.011962836,0.002832043,0.012668977,0.006875711,0.017195385,0.006400937,0.009419668,0.012912288,0.023652762,0.018304873,0.008247321,0.025851205,0.013819822,0.114387073,0.021119691,0.005263872,0.012014695,0.021507818,0.026872197,0.008792631,0.007896901,0.003637608,0.008346885,0.024046807,0.044561472,0.02373985,0.012892809,0.025174726,0.046244264,0.011623857,Salma
0.052784115,0.018552134,0.022163311,0.014216163,0.003545465,0.001779569,0.09155722,0.045186337,0.003318631,0.012600396,0.046120912,0.099726379,0.011852375,0.002847621,0.01276626,0.006790876,0.017472746,0.006557833,0.009329635,0.013106226,0.023617456,0.018536804,0.008193333,0.025955092,0.013895861,0.115076028,0.02121076,0.005271543,0.011985376,0.02196952,0.026741754,0.008946261,0.007824276,0.003601222,0.008149088,0.023777304,0.043685738,0.023434449,0.01278887,0.025084231,0.046390552,0.011590288,Salma
0.052860405,0.018376404,0.022216853,0.014332502,0.003565262,0.001785494,0.092658311,0.0451423,0.003298066,0.012890469,0.04572507,0.098133408,0.012027943,0.002864553,0.012648916,0.006879572,0.017294588,0.006483956,0.009371588,0.013029964,0.023645418,0.018302329,0.00822358,0.025703743,0.013890518,0.11421483,0.02150516,0.005255887,0.012048844,0.021806166,0.026780006,0.008833052,0.007870588,0.003645956,0.008304148,0.024152072,0.044647072,0.023708712,0.012827078,0.025139829,0.046263359,0.011646073,Salma
0.053105939,0.018495202,0.022060575,0.014242776,0.003546285,0.001797023,0.093041576,0.044911675,0.003310569,0.012778603,0.045612346,0.098700136,0.01201948,0.002864118,0.01261392,0.006847788,0.017512778,0.006466087,0.009344534,0.013015375,0.023606811,0.018341135,0.008177984,0.025723189,0.013771718,0.114845887,0.021228144,0.005265766,0.012026425,0.021835456,0.026738143,0.008944038,0.007846659,0.003604465,0.008219412,0.02403756,0.044400439,0.023384932,0.012895625,0.025047777,0.04611703,0.011654719,Salma
0.053228132,0.018466329,0.021916436,0.014190141,0.003530216,0.001778347,0.092685409,0.045538053,0.003300168,0.012687373,0.045233831,0.099914163,0.011907365,0.002813762,0.012674452,0.00682058,0.017405778,0.006428975,0.00937947,0.012957341,0.023619626,0.018503567,0.008314324,0.025724767,0.013881708,0.113910325,0.021016866,0.005253065,0.012096898,0.021710994,0.02670417,0.008866743,0.007920082,0.003616434,0.008277119,0.023887293,0.044202223,0.023476584,0.012923748,0.025255673,0.046420053,0.011561271,Salma
0.052830227,0.018431107,0.02216633,0.014322692,0.003554441,0.001787583,0.092866875,0.045213331,0.003307348,0.01276775,0.045453116,0.09860412,0.012012157,0.002870832,0.012636454,0.006893967,0.017499292,0.006466779,0.009371723,0.012885265,0.023688596,0.018432098,0.008264482,0.025654359,0.013949408,0.114077628,0.021452891,0.005211839,0.0120769,0.021695137,0.026768284,0.00883749,0.007884281,0.003596234,0.008256995,0.02408305,0.044659555,0.023628054,0.012899808,0.025165359,0.046132278,0.01164387,Salma
0.052881341,0.018463533,0.022355784,0.014218786,0.00359016,0.001800327,0.094128117,0.043935079,0.003295231,0.013018386,0.045148961,0.098179765,0.012023858,0.002915438,0.012596061,0.006899149,0.017355584,0.00647094,0.009307199,0.012925761,0.023585917,0.018025981,0.008314961,0.025679231,0.013884951,0.114260174,0.021481693,0.005228346,0.012115388,0.021593103,0.027120845,0.008871142,0.007967878,0.003645669,0.008316661,0.024465699,0.044844795,0.023704605,0.012986648,0.02477839,0.045951441,0.011666946,Salma
0.053105619,0.018383984,0.022124635,0.0143202,0.00355005,0.001790121,0.092935264,0.045074843,0.003305162,0.012850621,0.045484781,0.098260798,0.011988929,0.002854959,0.012638614,0.006865107,0.017349256,0.006475673,0.00936665,0.012978794,0.023679873,0.018349687,0.008229628,0.025722982,0.013804255,0.114390641,0.021320421,0.005259727,0.012036932,0.021733427,0.026860038,0.008838044,0.007873266,0.003622133,0.00829832,0.024022911,0.044621129,0.023691045,0.012874529,0.025116058,0.046335455,0.011615485,Salma
0.05302247,0.018455587,0.022183662,0.01431579,0.003583531,0.001778572,0.091783851,0.045719784,0.003311122,0.012909412,0.045367621,0.099245436,0.011899191,0.002849081,0.01264381,0.006857823,0.017339008,0.006474147,0.009297899,0.013031434,0.023620676,0.018312542,0.008261239,0.025529379,0.013862186,0.114911482,0.021076532,0.005260775,0.011923839,0.021879761,0.02644586,0.008890425,0.007833961,0.003631827,0.008244582,0.024139777,0.04450845,0.02346674,0.012796673,0.025305025,0.046393245,0.01163571,Sahab
0.053138237,0.018460445,0.022199769,0.014240357,0.003555143,0.001793488,0.092976198,0.044537626,0.003314612,0.012845039,0.045982223,0.098834537,0.011955767,0.002885829,0.012629176,0.006833949,0.017510509,0.006500477,0.009294217,0.013041317,0.023775883,0.018323187,0.008181444,0.025799695,0.013794641,0.114663556,0.021257466,0.005277734,0.011980318,0.021858357,0.0268532,0.008961663,0.007866859,0.003604178,0.008168429,0.023962285,0.044373576,0.023349803,0.012855772,0.024771178,0.046129148,0.011662601,Sahab
0.053007454,0.018425941,0.022246337,0.014292343,0.003569402,0.001783432,0.092221066,0.045418993,0.003318087,0.012883479,0.045633174,0.09862642,0.011988597,0.002864764,0.012598447,0.006866754,0.017340958,0.006488952,0.00933905,0.013019078,0.023656845,0.018251857,0.008236349,0.025562108,0.013910014,0.114546545,0.021404969,0.005251884,0.012037091,0.021777747,0.02658605,0.008910503,0.007808025,0.003634008,0.008249116,0.024113659,0.044539768,0.0235749,0.012825726,0.025279358,0.046257973,0.011652864,Sahab
0.053123776,0.018361147,0.022055579,0.014332734,0.003558544,0.001796109,0.092323139,0.045297038,0.003302538,0.012813441,0.045824718,0.098573893,0.011953468,0.002849447,0.012646792,0.006853116,0.017368855,0.006482403,0.009415344,0.013005043,0.023624761,0.018471792,0.008182296,0.025685385,0.013768639,0.114340425,0.021361507,0.005243814,0.012002865,0.021831116,0.026763786,0.008886918,0.007858669,0.003610511,0.008289622,0.023994006,0.044472333,0.023635313,0.012866033,0.025230719,0.046355516,0.011586741,Sahab
0.052858934,0.018441942,0.022245584,0.014293366,0.003584008,0.001792311,0.092708692,0.04505647,0.0033048,0.013053752,0.045632053,0.098508433,0.011963839,0.002879147,0.012602638,0.006883382,0.01745561,0.006464872,0.009284972,0.013016041,0.023735007,0.01824745,0.008285884,0.02543319,0.013844472,0.114384092,0.021409383,0.005261058,0.012040559,0.021839093,0.026576195,0.008902734,0.007888391,0.003627962,0.008247018,0.024231337,0.044722397,0.023498135,0.012910879,0.024981936,0.046271604,0.011630366,Sahab
0.05311995,0.018311251,0.022138996,0.014346328,0.003570222,0.001790198,0.092863798,0.045253526,0.003306782,0.012960344,0.045528293,0.098277628,0.011960078,0.002853181,0.012631394,0.006850549,0.017257879,0.006467793,0.009376355,0.012981746,0.02367294,0.018313861,0.008243394,0.025661327,0.0137921,0.114204444,0.021317793,0.00526623,0.012036172,0.021863393,0.026757676,0.008834116,0.007888248,0.003630352,0.008348722,0.024025718,0.044635456,0.023762034,0.012844419,0.025079442,0.046392385,0.011583525,Sahab
