dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,name
0.052899756,0.018060438,0.0216626,0.014391449,0.003498453,0.001790388,0.094401836,0.045449793,0.003268154,0.012686502,0.045280468,0.097524345,0.011978351,0.00276528,0.012814523,0.006781658,0.016938318,0.006481213,0.009571344,0.01311626,0.023722572,0.018491162,0.008306303,0.02660452,0.013855024,0.114071302,0.021074696,0.005278512,0.012207107,0.021934977,0.026818654,0.00876154,0.007953919,0.003586482,0.008610006,0.023617066,0.044011768,0.023513937,0.012742546,0.025029536,0.04685118,0.011595993,Billie Eillesh
0.053137746,0.018163444,0.021991266,0.014317266,0.003516432,0.001795401,0.094065852,0.044417739,0.003241207,0.01281294,0.045420956,0.098123342,0.012111402,0.002793534,0.012823679,0.006922034,0.016943021,0.00644061,0.009430136,0.013021037,0.024150578,0.018549813,0.008260682,0.026003595,0.013858899,0.111069068,0.021811303,0.0052098,0.012439581,0.02182767,0.026576737,0.008634016,0.00798113,0.003652008,0.008692153,0.024014734,0.045340262,0.02428202,0.012775439,0.025278822,0.046489939,0.01161263,Billie Eillesh
0.053484224,0.018014338,0.022091754,0.014262909,0.003500843,0.001808946,0.093257584,0.044852521,0.003270906,0.012778799,0.045171559,0.09884312,0.012026371,0.002818961,0.012665111,0.00686212,0.017113067,0.0063922,0.009532873,0.012794523,0.023950189,0.018504202,0.008194957,0.025820296,0.013763253,0.113574758,0.021655099,0.005200279,0.012193725,0.021776665,0.027201843,0.008712132,0.007947619,0.003614026,0.008432069,0.023917865,0.044089217,0.024188632,0.012897522,0.025144584,0.04615942,0.011518945,Billie Eillesh
0.053797796,0.017885666,0.021928109,0.014498167,0.003592872,0.001812618,0.092574999,0.045546539,0.003258741,0.013374086,0.045039412,0.095865719,0.012135815,0.002814917,0.012626082,0.006961928,0.016811559,0.006531255,0.00964562,0.013021382,0.023845507,0.018355031,0.008263404,0.026017826,0.01356981,0.111755364,0.021884764,0.005283258,0.012159297,0.022152763,0.026509693,0.008575453,0.007920678,0.003716269,0.008823171,0.024636934,0.045552567,0.024603266,0.012960421,0.025394222,0.046630953,0.011666055,Billie Eillesh
0.053043269,0.018120026,0.022034593,0.014348102,0.003558827,0.00177188,0.09244293,0.046061195,0.003274617,0.013080562,0.045593109,0.097722769,0.011964518,0.002820152,0.01260304,0.006786718,0.017009072,0.006563648,0.009384537,0.013180505,0.024015544,0.018290695,0.008359359,0.025800753,0.013885492,0.113992602,0.021412805,0.005279389,0.01210376,0.022322128,0.026409827,0.008769444,0.007849067,0.00361081,0.008490997,0.023871658,0.044307463,0.023572862,0.012848757,0.025027128,0.04687025,0.011545136,Billie Eillesh
0.053848606,0.01776867,0.021776613,0.014674252,0.003457699,0.00179296,0.092447042,0.04625443,0.003237329,0.012254116,0.046949822,0.094412796,0.01201441,0.00276721,0.012511469,0.006622597,0.017262401,0.006799406,0.009959062,0.013725122,0.023809528,0.019427348,0.007871523,0.027001964,0.013566639,0.11196252,0.02193651,0.005137361,0.012457288,0.023143154,0.027669232,0.008633896,0.007615629,0.003369035,0.008693146,0.023063255,0.043890998,0.023810826,0.012613531,0.025382176,0.046978895,0.011429561,Billie Eillesh
0.053849332,0.017870555,0.021702148,0.014338612,0.003513875,0.00179327,0.094298437,0.045927901,0.003280321,0.01281157,0.044520698,0.095989771,0.012354677,0.002787008,0.012640639,0.007083703,0.016464306,0.006445373,0.009640082,0.012981261,0.023860462,0.018422076,0.008224647,0.02619011,0.013542186,0.111676574,0.022014612,0.005301044,0.012384845,0.02156106,0.026796594,0.008707248,0.007903957,0.00374737,0.008795159,0.024442807,0.045292307,0.024194438,0.012916456,0.0257982,0.046355806,0.011578517,Billie Eillesh
0.053162288,0.018074516,0.021970078,0.01438267,0.003551375,0.001783728,0.093715943,0.045751039,0.003275884,0.01286871,0.044944853,0.097557843,0.012013992,0.002804643,0.012648582,0.006854818,0.016929952,0.006449477,0.009478392,0.013102374,0.023814319,0.018242741,0.00835105,0.026029991,0.013956117,0.114181809,0.021300731,0.005242094,0.012186168,0.021790681,0.026519021,0.008778857,0.007870251,0.00361063,0.00851384,0.024068663,0.044257559,0.023728246,0.012745838,0.02549725,0.046470039,0.011522922,Billie Eillesh
0.053224631,0.018104371,0.021799952,0.014364061,0.003550728,0.001770043,0.094239593,0.045328461,0.003268525,0.013076119,0.045491062,0.096639551,0.01198377,0.002823782,0.012613264,0.006775206,0.01694539,0.006582014,0.009374498,0.013325528,0.024030846,0.018141795,0.008322466,0.026056759,0.013749815,0.113049187,0.021565063,0.005283742,0.012297655,0.022667654,0.026429361,0.008765828,0.007858624,0.003595729,0.008658738,0.023819745,0.044696514,0.023490433,0.012870011,0.024746139,0.047124855,0.011498604,Billie Eillesh
0.053559117,0.018232802,0.022044728,0.014200008,0.003554953,0.001787519,0.092651464,0.044332687,0.003290643,0.012817073,0.045655381,0.098909967,0.011890003,0.002851693,0.012607037,0.006840913,0.01699313,0.006537483,0.009392936,0.01298917,0.024028806,0.018264752,0.008155243,0.026034273,0.013679695,0.113918021,0.021371504,0.005275297,0.01217872,0.022354219,0.026795633,0.008860529,0.007903558,0.003626003,0.008357802,0.024166437,0.044253305,0.023643121,0.012881855,0.025161594,0.046297111,0.011653731,Billie Eillesh
0.053230848,0.018283024,0.022687303,0.014075996,0.003602388,0.001815105,0.093613148,0.044454057,0.003322839,0.012921002,0.045188438,0.098311208,0.012250591,0.002956341,0.012296951,0.007060272,0.017096695,0.006486634,0.009263577,0.012867611,0.024124453,0.017901229,0.008405715,0.025459073,0.014154771,0.113170326,0.022115441,0.005113353,0.012391927,0.021640353,0.026681682,0.008906875,0.007906379,0.00357818,0.008332696,0.02494953,0.044156358,0.024193782,0.013209928,0.025116216,0.045161955,0.011545879,Salma
0.05310411,0.018524114,0.021915833,0.014284326,0.00353845,0.001803398,0.09513557,0.044878062,0.003298044,0.012919833,0.045565691,0.097716637,0.012088317,0.002850591,0.012601636,0.006975308,0.017186582,0.006446154,0.009368327,0.012859222,0.023637393,0.018312404,0.008344899,0.02567823,0.013781711,0.112852454,0.021333804,0.005272239,0.012123325,0.021485237,0.02640542,0.008856682,0.008060467,0.003625114,0.008476756,0.024185294,0.044992223,0.023626249,0.012937366,0.024681933,0.04659697,0.011673708,Salma
0.053825561,0.018058414,0.021704325,0.014080012,0.003471149,0.001824393,0.093546927,0.044781398,0.003262435,0.012648157,0.045540292,0.099719174,0.012145869,0.002778782,0.012838585,0.006900358,0.017269125,0.006317927,0.009659722,0.0128771,0.023915837,0.018796593,0.008095447,0.026265947,0.013621805,0.112417556,0.021431867,0.005280396,0.012193171,0.021879608,0.026642384,0.008761159,0.008036633,0.003627507,0.008442516,0.023878802,0.044191714,0.023854313,0.012872152,0.024942439,0.046026029,0.011576396,Salma
0.053092279,0.017745642,0.021680646,0.014092484,0.003498437,0.00184229,0.09368702,0.044992883,0.003291428,0.012735248,0.045055892,0.099305294,0.012195827,0.002853045,0.012502301,0.006867567,0.017307768,0.006372233,0.00954219,0.012753779,0.024131309,0.018514544,0.008311697,0.025778174,0.013824106,0.113828383,0.021705823,0.00522034,0.012393659,0.021886371,0.026658563,0.008756594,0.007802056,0.00360483,0.008334087,0.024203822,0.044369806,0.023836629,0.013087112,0.025546871,0.045287073,0.011503981,Salma
0.054360319,0.018168464,0.021823116,0.014180391,0.003470995,0.00177589,0.093285076,0.045897383,0.00327656,0.012857303,0.044841614,0.099399038,0.012032902,0.002784976,0.012734765,0.006843483,0.016904563,0.00645291,0.009471971,0.012963803,0.023691909,0.018477716,0.008344792,0.026394887,0.013844752,0.113501191,0.021070035,0.005245647,0.011998253,0.021654913,0.026524927,0.008774385,0.007965744,0.003632065,0.00847209,0.023588801,0.044209614,0.023449874,0.013004291,0.024970781,0.046170894,0.01148699,Salma
0.053948425,0.018088279,0.021705769,0.013967867,0.00349534,0.00183496,0.093713567,0.044881422,0.003276308,0.01265564,0.045042161,0.100229666,0.012183309,0.002815951,0.012501854,0.006977063,0.017308652,0.006329495,0.009494168,0.012624272,0.024260707,0.018643714,0.008215767,0.0255521,0.013655712,0.111985907,0.021744084,0.005230446,0.012320199,0.021845596,0.026578978,0.00886889,0.008014233,0.00359301,0.008391948,0.024205077,0.044282645,0.024079533,0.013198162,0.024824303,0.04587188,0.011562916,Salma
0.054439627,0.018172011,0.022190588,0.014014903,0.003516026,0.001822235,0.09432596,0.043708384,0.003313953,0.012888115,0.044599794,0.100645013,0.012037003,0.002861871,0.012437939,0.006997212,0.017144034,0.006234424,0.009315825,0.012631287,0.024150964,0.018077513,0.008223104,0.025751427,0.013707103,0.112837292,0.021164864,0.005288423,0.01237267,0.021377839,0.026336661,0.008857084,0.007991859,0.003670864,0.008337094,0.024394175,0.044650618,0.023930114,0.013062593,0.02512325,0.045669612,0.011728558,Salma
0.053152829,0.018527862,0.022264734,0.01429562,0.003542347,0.001778178,0.091970503,0.046217345,0.003352705,0.012763154,0.045448247,0.099945657,0.011984243,0.002858122,0.012543023,0.006888291,0.017384946,0.006532597,0.009225192,0.012887741,0.023681531,0.018335251,0.008343152,0.025454357,0.013970637,0.113979049,0.021318953,0.005216356,0.012087542,0.021788275,0.025946861,0.008929277,0.007853225,0.003602122,0.008209003,0.024076544,0.043930057,0.02353921,0.012927945,0.025219854,0.046372112,0.011655507,Salma
0.054623984,0.018075015,0.021639504,0.013993817,0.003479803,0.001813391,0.094405442,0.044805139,0.003252526,0.012792939,0.043914016,0.100212038,0.011977374,0.002758213,0.01272811,0.006929033,0.01688193,0.006299617,0.009570877,0.012766824,0.02381683,0.018420074,0.008290973,0.026334053,0.013656364,0.113196395,0.020850465,0.005322328,0.012077171,0.021295071,0.026685623,0.008738215,0.007980768,0.003673257,0.00848101,0.023962125,0.044419792,0.02382415,0.013043345,0.02525801,0.046170406,0.011584098,Salma
0.053103633,0.018580746,0.022133972,0.013986195,0.003519886,0.001777208,0.09026657,0.044463247,0.003318161,0.012316157,0.046411835,0.101659723,0.011729256,0.002819244,0.012859176,0.006709856,0.01741533,0.006667631,0.009358928,0.013317063,0.023721784,0.018570047,0.008077302,0.026468726,0.013636199,0.115726747,0.021085048,0.005343743,0.012064071,0.022361979,0.026684729,0.009121014,0.007720444,0.003584652,0.008038079,0.023438292,0.042687722,0.023282081,0.012836515,0.025060289,0.046570852,0.011505799,Salma
0.053205606,0.018612085,0.021990679,0.014209132,0.003549464,0.001785078,0.09287969,0.044850141,0.003291743,0.012886388,0.045942839,0.100242071,0.011843828,0.002835243,0.012660926,0.006797011,0.017374633,0.006531794,0.009136553,0.012891382,0.0241253,0.018310439,0.008405245,0.025487533,0.013663887,0.112968467,0.02113918,0.005315071,0.012141771,0.022345012,0.026153842,0.008947649,0.00797151,0.003589533,0.008324872,0.023823883,0.044369999,0.023434574,0.012988793,0.024464974,0.046919961,0.011592229,Abdullah
0.053222653,0.018185586,0.022562331,0.014502294,0.003535593,0.001761308,0.092028365,0.045860242,0.003292295,0.012826486,0.045314584,0.098104641,0.011906431,0.002845398,0.012698031,0.006860544,0.016888015,0.006503827,0.00936086,0.012930862,0.023981133,0.018412929,0.008310775,0.026104635,0.014039517,0.11286547,0.021665944,0.005193088,0.012313667,0.022152595,0.026438424,0.008632164,0.007911994,0.003598127,0.008467598,0.023948619,0.044140309,0.023910835,0.012915126,0.025556061,0.046642784,0.011607745,Abdullah
0.053234141,0.018298309,0.022333883,0.014355095,0.0036013,0.001779513,0.091735147,0.044604301,0.003323611,0.013001396,0.04593261,0.098915547,0.011965928,0.002871163,0.012551144,0.006946235,0.017016564,0.006589093,0.009247008,0.012876334,0.024099553,0.018257763,0.008168242,0.025637116,0.013665878,0.113318369,0.02178449,0.005238581,0.012168382,0.022436144,0.026325364,0.008897559,0.007882751,0.003633155,0.008409387,0.02414844,0.044663433,0.024047092,0.012840129,0.024928464,0.046636228,0.011635214,Abdullah
0.05430159,0.018013876,0.021640131,0.014033902,0.003497823,0.001790187,0.091444239,0.044828903,0.003279099,0.01277889,0.045813207,0.099469431,0.01197387,0.002811095,0.012560292,0.006838141,0.01659596,0.006563685,0.009492473,0.012892416,0.024400309,0.01820999,0.008250467,0.026082525,0.013489101,0.11197713,0.021712307,0.005344895,0.01261641,0.022555033,0.02588637,0.008875586,0.007859676,0.003682225,0.00864557,0.024051456,0.044857781,0.024163939,0.013000805,0.025381315,0.046773568,0.011564483,Abdullah
0.0537447,0.017638443,0.022260692,0.01390582,0.003553996,0.001822191,0.094079852,0.043063141,0.003250148,0.01318023,0.044900347,0.098392725,0.012212479,0.002903005,0.012146363,0.006843952,0.016842889,0.006469834,0.009407931,0.013103615,0.02468974,0.017798314,0.008132763,0.026074579,0.013410509,0.113698006,0.021962814,0.005405826,0.012736903,0.022425326,0.026973611,0.008886474,0.007727114,0.003707149,0.008330141,0.024558643,0.044439849,0.023723526,0.013237136,0.025260855,0.045565575,0.01153288,Abdullah
0.053818911,0.018112781,0.022217844,0.013919236,0.003517915,0.001814699,0.093581609,0.0429902,0.003306098,0.012724977,0.045096617,0.098617882,0.012230555,0.002874405,0.012448273,0.006972997,0.017262464,0.00648609,0.009440036,0.01308915,0.024434967,0.018155148,0.008046355,0.02622417,0.013447826,0.113448404,0.021859206,0.005348472,0.012561524,0.022049157,0.02650529,0.009056973,0.007699404,0.003633657,0.008262414,0.024355343,0.044720963,0.023722745,0.01315171,0.025202829,0.045876939,0.011713802,Abdullah
0.052921206,0.018371375,0.022483069,0.014485584,0.003602217,0.001765046,0.092970006,0.045146413,0.003288959,0.013098784,0.045454718,0.09690693,0.012091379,0.002873627,0.012564444,0.006983154,0.016779313,0.006596637,0.009290182,0.012917643,0.023911031,0.018074896,0.008368314,0.025805196,0.013977584,0.112229556,0.022079388,0.005222729,0.012352755,0.022187714,0.026229011,0.008731015,0.007933878,0.003668585,0.008644918,0.024382068,0.045176435,0.024220625,0.012928615,0.025146408,0.046481922,0.011656667,Abdullah
0.054504283,0.017898025,0.021993423,0.014209182,0.003542385,0.001793677,0.091931686,0.044462863,0.003312868,0.012853767,0.045542333,0.098175578,0.011856148,0.002853015,0.012381858,0.006814453,0.016645461,0.006629546,0.009467243,0.013040972,0.02449351,0.01806822,0.00814949,0.026058039,0.013356186,0.113318868,0.021710126,0.005301787,0.01266831,0.022747178,0.026371256,0.008909182,0.007683528,0.003605279,0.008550986,0.023919726,0.044478491,0.024233999,0.013031053,0.025519896,0.046507813,0.011408312,Abdullah
0.053121168,0.018381955,0.021859722,0.014210794,0.003589543,0.001755946,0.092369966,0.045438759,0.003315691,0.013000521,0.046255521,0.099817075,0.011957253,0.002848761,0.012523651,0.006861275,0.01701577,0.006557263,0.00910919,0.013333449,0.02397518,0.018208398,0.008298499,0.025592422,0.013603347,0.113095328,0.021350518,0.005316739,0.012362367,0.022589093,0.025274951,0.009118434,0.00775671,0.00364536,0.008400456,0.023976604,0.044807702,0.023127288,0.012971052,0.025114814,0.046561852,0.011529591,Abdullah
0.053412229,0.017986355,0.021990797,0.014129396,0.003549106,0.001807666,0.092724249,0.044096831,0.00333972,0.012912024,0.045014348,0.098553151,0.011987694,0.002850106,0.012556635,0.006866834,0.016820405,0.006658601,0.009571118,0.013025288,0.023971239,0.017945316,0.008279585,0.026472367,0.013537565,0.114086859,0.021510871,0.005303765,0.01239098,0.022227779,0.026930436,0.008877394,0.007825407,0.003686564,0.008550677,0.024245946,0.043883476,0.024236469,0.013016867,0.025040127,0.046568546,0.011559226,Abdullah
0.053557228,0.017435323,0.021796899,0.014334539,0.003535813,0.001842653,0.09655232,0.043673109,0.003264683,0.012937091,0.044682261,0.095148399,0.012251442,0.002849499,0.012519459,0.007116385,0.016470838,0.006441149,0.009741751,0.012454074,0.024583723,0.018331176,0.008195869,0.026481595,0.013862792,0.111346059,0.022485111,0.005157919,0.012539579,0.02177516,0.027273582,0.008528806,0.008095384,0.003681086,0.008919256,0.024563603,0.045003321,0.025428617,0.013004029,0.024933027,0.045614097,0.011591359,Dwayne
